index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
648,Competitive,3,4,2,2,4,4,0,0,4.75,0.0,0.0,104,75.0,22.5,6468,2137,4.2,11,0,1937.5,8,4,0,0,2
649,Competitive,2,5,2,1,1,7,0,0,4.0,2260.939874806283,101441.25441470757,104,78.0,26.333333333333332,11177,2461,2.1,5,0,2850.0,8,4,1,1,0
650,Competitive,3,7,0,1,0,2,5,1,5.75,0.0,0.0,82,57.857142857142854,0.0,15306,4290,1.7,7,5,2237.5,8,3,1,0,1
651,Competitive,3,8,0,0,0,1,4,3,5.125,1945.797469313806,53368.006422793354,74,60.0,0.0,9784,2906,1.625,22,5,3875.0,8,4,0,0,0
652,Competitive,1,4,1,3,4,1,1,2,3.125,49183.4830188406,1415119.7166247086,104,90.0,7.5,4238,3145,1.3399999999999999,8,2,3262.5,8,4,0,0,3
653,Competitive,2,7,0,1,4,0,2,2,3.125,28.105510388546673,273.386788948352,89,85.71428571428571,0.0,5662,2357,1.7285714285714289,13,4,2400.0,8,4,1,0,1
654,Fun Deck,1,7,0,1,3,1,3,1,3.875,2286.2955352023414,73611.8323491239,62,81.42857142857143,0.0,5096,1248,1.5142857142857142,13,2,3412.5,8,5,0,0,1
655,Competitive,1,4,2,2,0,5,2,1,4.125,2673.302996141562,70937.92771645373,103,75.0,19.5,8747,1463,2.65,4,0,3700.0,8,5,0,1,1
656,Competitive,3,7,0,1,0,3,5,0,4.375,0.0,0.0,93,66.42857142857143,1.0,11146,2286,1.5285714285714287,21,2,2662.5,8,3,1,1,0
657,Competitive,3,7,0,1,3,2,2,1,3.5,0.0,0.0,100,75.0,0.0,8053,1577,1.5,24,1,2825.0,8,4,1,0,1
658,Competitive,3,5,1,2,1,4,2,1,4.0,432.8319434430381,10886.520150255696,104,69.0,10.0,11540,2974,1.4833333333333334,5,2,2950.0,8,4,1,1,1
659,Competitive,2,6,1,1,1,2,4,1,5.75,0.0,0.0,89,62.5,15.0,16350,3076,1.2857142857142858,7,3,3550.0,8,3,0,0,1
660,Competitive,1,6,0,2,0,3,4,1,4.125,0.0,0.0,102,70.0,0.0,7164,2254,1.3,14,3,2343.75,7,4,2,1,2
661,Competitive,2,8,0,0,1,2,3,2,3.875,712.912878525823,21042.499709570864,86,78.75,0.0,6776,1565,1.15,24,4,2425.0,8,4,1,0,0
662,Competitive,2,7,0,1,2,1,2,3,4.25,0.0,0.0,80,72.85714285714286,0.0,9863,1413,1.6714285714285713,8,4,2937.5,8,4,0,0,1
663,Competitive,2,7,0,1,1,2,3,2,4.375,2580.6724454706487,53644.07010046567,104,75.0,1.5,13083,1881,1.5285714285714285,11,4,1725.0,8,4,1,0,1
664,Competitive,3,7,0,1,1,0,4,3,3.75,11774.610402233224,315975.37768473534,103,75.0,1.1,10071,3079,1.3142857142857145,7,5,3456.25,8,4,0,1,0
665,Competitive,1,5,1,2,3,2,1,2,2.75,7483.59147934638,246893.16728784595,98,102.0,10.0,5671,2087,1.366666666666667,12,1,2687.5,8,3,1,0,2
666,Competitive,1,6,0,2,2,1,5,0,4.125,0.0,0.0,72,70.0,0.5,5736,1565,1.25,16,2,3043.75,8,4,2,1,1
667,Competitive,1,4,1,3,3,2,1,2,3.25,53694.56886648989,1497170.501103927,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3
668,Competitive,3,6,0,2,1,1,4,2,4.553571428571429,0.0,0.0,73,75.0,3.0,7754,1920,1.6666666666666667,11,3,2400.0,7,4,2,2,1
669,Competitive,1,6,0,2,4,2,1,1,4.5,0.0,0.0,95,82.5,0.5,8081,1686,1.4166666666666667,15,1,2781.25,8,4,3,1,1
670,Competitive,1,6,0,2,3,0,3,2,3.625,1323.213601442188,27614.600825326866,103,85.0,0.0,8236,1097,0.9833333333333334,20,3,2031.25,8,4,1,1,1
671,Competitive,2,4,0,4,1,4,3,0,3.875,0.0,0.0,104,82.5,1.775,4969,4037,1.125,15,0,2368.75,8,5,1,2,2
672,Competitive,3,6,0,2,2,3,2,1,3.875,177.96144752980516,2122.951138485664,96,82.5,0.0,8395,2319,1.3999999999999997,24,2,2631.25,8,6,1,1,1
673,Competitive,1,7,0,1,1,5,0,2,3.5,7037.803835942423,226925.68617001493,92,79.28571428571429,0.0,8853,2203,1.642857142857143,7,3,2162.5,8,4,2,1,0
674,Competitive,3,5,1,2,3,3,1,1,4.125,1171.1848055374371,51429.48598575772,104,63.0,13.333333333333334,9727,3087,3.1999999999999997,10,3,1800.0,8,5,2,1,2
675,Competitive,3,6,0,2,1,1,5,1,4.25,1213.2874834404174,32115.35871059922,104,72.5,0.0,11728,2657,1.6333333333333335,20,3,2568.75,8,4,2,1,1
676,Competitive,2,5,0,3,2,0,2,4,3.625,804.6703706797692,22961.98504177651,102,72.0,0.3666666666666667,9450,2567,1.6800000000000002,6,4,3050.0,8,4,1,2,2
677,Competitive,1,8,0,0,2,3,2,1,4.5,28.105510388546673,273.386788948352,102,86.25,0.0,13207,3036,1.4875,17,3,1400.0,8,2,2,0,0
678,Competitive,1,7,0,1,0,1,0,7,3.875,4902.751329197487,180012.83275990107,72,81.42857142857143,0.0,8756,1514,1.4285714285714286,7,6,2681.25,8,2,1,0,1
679,Competitive,2,6,0,2,4,2,1,1,3.375,0.0,0.0,97,75.0,0.0,4308,1768,1.2666666666666666,24,1,3087.5,8,4,0,1,1
680,Competitive,1,6,1,1,4,2,2,0,4.0,0.0,0.0,104,80.0,20.0,4454,1123,2.4714285714285715,31,1,2912.5,8,5,0,0,1
681,Competitive,1,7,0,1,4,2,1,1,4.125,4.6575401062127915,86.82214672697134,104,68.57142857142857,0.0,11366,3007,1.842857142857143,11,1,3212.5,8,3,1,1,0
682,Competitive,3,7,0,1,2,0,3,3,3.75,0.8882978723404256,8.070194816850071,104,77.14285714285714,0.0,12013,2519,1.2142857142857142,17,4,1943.75,8,4,1,1,0
683,Competitive,2,6,0,2,0,2,4,2,4.5,5253.195875274447,124144.64814828307,104,67.5,1.3,12876,2237,1.5333333333333332,6,3,2593.75,8,6,1,1,1
684,Competitive,3,6,0,2,2,1,2,3,3.875,1568.2941229498056,41221.88575590133,92,85.0,0.55,9604,1584,1.3333333333333333,10,4,2725.0,8,5,0,2,0
685,Competitive,1,6,0,2,2,0,4,2,3.75,0.8918918918918919,5.77009541889394,103,75.0,2.0,8667,2102,1.4833333333333334,24,4,2325.0,8,5,1,1,1
686,Competitive,1,6,0,2,0,2,5,1,4.75,1107.536646371338,50441.860775579866,104,67.5,4.0,11824,3674,1.8499999999999999,6,5,3350.0,8,5,1,1,1
687,Competitive,1,7,0,1,2,2,1,3,4.375,1955.1513776006263,54407.8590993199,71,68.57142857142857,0.0,8950,1228,1.1857142857142855,11,4,3375.0,8,5,0,1,0
688,Competitive,1,7,0,1,1,4,1,2,4.0,2206.733511473961,99574.94636102745,95,85.71428571428571,0.0,8970,3058,1.6714285714285715,13,2,2825.0,8,4,1,0,1
689,Competitive,3,7,0,1,1,0,3,4,3.25,1953.717156634587,53416.086642423,79,72.85714285714286,0.0,4378,1544,1.3142857142857145,8,5,3606.25,8,3,1,0,1
690,Competitive,1,6,0,2,3,3,1,1,3.5,925.8348349628328,22489.326499228548,104,80.0,0.0,6277,2554,1.4000000000000001,15,2,1962.5,8,6,0,1,1
691,Competitive,2,6,0,2,3,1,1,3,4.0,8.284399006779132,145.27372463901398,94,75.0,0.0,8350,2220,1.6333333333333335,7,3,3062.5,8,5,0,1,1
692,Competitive,2,5,1,2,3,3,2,0,3.625,3726.257336611309,86709.76974557796,88,72.0,10.0,7369,1448,1.1333333333333333,10,0,2637.5,8,3,1,0,2
